run_nr;hex_nr;point;x;y;z
1;1;36;4,24;-3,74;-157,353
1;1;36;3,99;-3,81;-157,383
1;1;36;3,81;-3,99;-157,255
1;1;36;3,74;-4,24;-157,341
1;1;36;3,81;-4,49;-157,280
1;1;36;3,99;-4,68;-157,249
1;1;36;4,24;-4,74;-157,347
1;1;36;4,49;-4,68;-157,335
1;1;36;4,68;-4,49;-157,310
1;1;37;27,00;0,00;-157,310
1;1;37;27,50;0,00;-157,316
1;1;37;27,43;0,25;-157,359
1;1;37;27,25;0,43;-157,341
1;1;37;27,00;0,50;-157,298
1;1;37;26,75;0,43;-157,335
1;1;37;26,57;0,25;-157,359
1;1;37;26,50;0,00;-157,347
1;1;37;26,57;-0,25;-157,328
1;1;37;26,75;-0,43;-156,913
1;1;37;27,00;-0,50;-157,347
1;1;37;27,25;-0,43;-157,322
1;1;37;27,43;-0,25;-157,371
1;1;38;26,08;6,99;-157,304
1;1;38;26,58;6,99;-157,347
1;1;38;26,51;7,24;-157,328
1;1;38;26,33;7,42;-157,316
1;1;38;26,08;7,49;-157,310
1;1;38;25,83;7,42;-157,341
1;1;38;25,65;7,24;-157,267
1;1;38;25,58;6,99;-157,280
1;1;38;25,65;6,74;-157,286
1;1;38;25,83;6,56;-157,286
1;1;38;26,08;6,49;-157,322
1;1;38;26,33;6,56;-157,365
1;1;38;26,51;6,74;-157,292
1;1;39;23,38;13,50;-157,335
1;1;39;23,88;13,50;-157,328
1;1;39;23,82;13,75;-157,353
1;1;39;23,63;13,93;-157,328
1;1;39;23,38;14,00;-157,322
1;1;39;23,13;13,93;-157,353
1;1;39;22,95;13,75;-157,304
1;1;39;22,88;13,50;-157,316
1;1;39;22,95;13,25;-157,322
1;1;39;23,13;13,07;-157,304
1;1;39;23,38;13,00;-157,341
1;1;39;23,63;13,07;-157,347
1;1;39;23,82;13,25;-157,359
1;1;40;19,09;19,09;-157,365
1;1;40;19,59;19,09;-157,322
1;1;40;19,52;19,34;-157,353
1;1;40;19,34;19,52;-157,310
1;1;40;19,09;19,59;-157,286
1;1;40;18,84;19,52;-157,335
1;1;40;18,66;19,34;-157,335
1;1;40;18,59;19,09;-157,274
1;1;40;18,66;18,84;-157,353
1;1;40;18,84;18,66;-157,328
1;1;40;19,09;18,59;-157,347
1;1;40;19,34;18,66;-157,347
1;1;40;19,52;18,84;-157,335
1;1;41;13,50;23,38;-157,286
1;1;41;14,00;23,38;-157,298
1;1;41;13,93;23,63;-157,316
1;1;41;13,75;23,82;-157,347
1;1;41;13,50;23,88;-157,310
1;1;41;13,25;23,82;-157,316
1;1;41;13,07;23,63;-157,353
1;1;41;13,00;23,38;-157,310
1;1;41;13,07;23,13;-157,292
1;1;41;13,25;22,95;-157,316
1;1;41;13,50;22,88;-157,347
1;1;41;13,75;22,95;-157,341
1;1;41;13,93;23,13;-157,353
1;1;42;6,99;26,08;-157,255
1;1;42;7,49;26,08;-157,347
1;1;42;7,42;26,33;-157,335
1;1;42;7,24;26,51;-157,267
1;1;42;6,99;26,58;-157,261
1;1;42;6,74;26,51;-157,353
1;1;42;6,56;26,33;-157,298
1;1;42;6,49;26,08;-157,286
1;1;42;6,56;25,83;-157,328
1;1;42;6,74;25,65;-157,292
1;1;42;6,99;25,58;-157,328
1;1;42;7,24;25,65;-157,335
1;1;42;7,42;25,83;-157,347
1;1;43;0,00;27,00;-157,310
1;1;43;0,50;27,00;-157,335
1;1;43;0,43;27,25;-157,353
1;1;43;0,25;27,43;-157,322
1;1;43;0,00;27,50;-157,286
1;1;43;-0,25;27,43;-157,353
1;1;43;-0,43;27,25;-157,377
1;1;43;-0,50;27,00;-157,335
1;1;43;-0,43;26,75;-157,322
1;1;43;-0,25;26,57;-157,274
1;1;43;0,00;26,50;-157,292
1;1;43;0,25;26,57;-157,335
1;1;43;0,43;26,75;-157,286
1;1;44;-6,99;26,08;-157,335
1;1;44;-6,49;26,08;-157,316
1;1;44;-6,56;26,33;-157,286
1;1;44;-6,74;26,51;-157,304
1;1;44;-6,99;26,58;-157,322
1;1;44;-7,24;26,51;-157,359
1;1;44;-7,42;26,33;-157,353
1;1;44;-7,49;26,08;-157,335
1;1;44;-7,42;25,83;-157,328
1;1;44;-7,24;25,65;-157,347
1;1;44;-6,99;25,58;-157,286
1;1;44;-6,74;25,65;-157,371
1;1;44;-6,56;25,83;-157,341
1;1;45;-13,50;23,38;-157,335
1;1;45;-13,00;23,38;-157,292
1;1;45;-13,07;23,63;-157,353
1;1;45;-13,25;23,82;-157,292
1;1;45;-13,50;23,88;-157,322
1;1;45;-13,75;23,82;-157,316
1;1;45;-13,93;23,63;-157,310
1;1;45;-14,00;23,38;-157,353
1;1;45;-13,93;23,13;-157,365
1;1;45;-13,75;22,95;-157,280
1;1;45;-13,50;22,88;-157,292
1;1;45;-13,25;22,95;-157,335
1;1;45;-13,07;23,13;-157,237
1;1;46;-19,09;19,09;-157,304
1;1;46;-18,59;19,09;-157,359
1;1;46;-18,66;19,34;-157,359
1;1;46;-18,84;19,52;-157,341
1;1;46;-19,09;19,59;-157,292
1;1;46;-19,34;19,52;-157,292
1;1;46;-19,52;19,34;-157,322
1;1;46;-19,59;19,09;-157,298
1;1;46;-19,52;18,84;-157,292
1;1;46;-19,34;18,66;-157,292
1;1;46;-19,09;18,59;-157,341
1;1;46;-18,84;18,66;-157,389
1;1;46;-18,66;18,84;-157,341
1;1;47;-23,38;13,50;-157,316
1;1;47;-22,88;13,50;-157,341
1;1;47;-22,95;13,75;-157,377
1;1;47;-23,13;13,93;-157,353
1;1;47;-23,38;14,00;-157,292
1;1;47;-23,63;13,93;-157,359
1;1;47;-23,82;13,75;-157,316
1;1;47;-23,88;13,50;-157,310
1;1;47;-23,82;13,25;-157,347
1;1;47;-23,63;13,07;-157,310
1;1;47;-23,38;13,00;-157,365
1;1;47;-23,13;13,07;-157,328
1;1;47;-22,95;13,25;-157,353
1;1;48;-26,08;6,99;-157,286
1;1;48;-25,58;6,99;-157,353
1;1;48;-25,65;7,24;-157,328
1;1;48;-25,83;7,42;-157,359
1;1;48;-26,08;7,49;-157,328
1;1;48;-26,33;7,42;-157,328
1;1;48;-26,51;7,24;-157,335
1;1;48;-26,58;6,99;-157,371
1;1;48;-26,51;6,74;-157,322
1;1;48;-26,33;6,56;-157,335
1;1;48;-26,08;6,49;-157,292
1;1;48;-25,83;6,56;-157,371
1;1;48;-25,65;6,74;-157,310
1;1;49;-27,00;0,00;-157,286
1;1;49;-26,50;0,00;-157,328
1;1;49;-26,57;0,25;-157,292
1;1;49;-26,75;0,43;-157,298
1;1;49;-27,00;0,50;-157,341
1;1;49;-27,25;0,43;-157,310
1;1;49;-27,43;0,25;-157,274
1;1;49;-27,50;0,00;-157,304
1;1;49;-27,43;-0,25;-157,274
1;1;49;-27,25;-0,43;-157,310
1;1;49;-27,00;-0,50;-157,341
1;1;49;-26,75;-0,43;-157,255
1;1;49;-26,57;-0,25;-157,267
1;1;50;-26,08;-6,99;-157,310
1;1;50;-25,58;-6,99;-157,322
1;1;50;-25,65;-6,74;-157,365
1;1;50;-25,83;-6,56;-157,328
1;1;50;-26,08;-6,49;-157,365
1;1;50;-26,33;-6,56;-157,243
1;1;50;-26,51;-6,74;-157,310
1;1;50;-26,58;-6,99;-157,261
1;1;50;-26,51;-7,24;-157,365
1;1;50;-26,33;-7,42;-157,365
1;1;50;-26,08;-7,49;-157,335
1;1;50;-25,83;-7,42;-157,292
1;1;50;-25,65;-7,24;-157,365
1;1;51;-23,38;-13,50;-157,328
1;1;51;-22,88;-13,50;-157,322
1;1;51;-22,95;-13,25;-157,353
1;1;51;-23,13;-13,07;-157,328
1;1;51;-23,38;-13,00;-157,304
1;1;51;-23,63;-13,07;-157,328
1;1;51;-23,82;-13,25;-157,328
1;1;51;-23,88;-13,50;-157,335
1;1;51;-23,82;-13,75;-157,280
1;1;51;-23,63;-13,93;-157,322
1;1;51;-23,38;-14,00;-157,322
1;1;51;-23,13;-13,93;-157,286
1;1;51;-22,95;-13,75;-157,322
1;1;52;-19,09;-19,09;-157,292
1;1;52;-18,59;-19,09;-157,304
1;1;52;-18,66;-18,84;-157,347
1;1;52;-18,84;-18,66;-157,322
1;1;52;-19,09;-18,59;-157,347
1;1;52;-19,34;-18,66;-157,298
1;1;52;-19,52;-18,84;-157,316
1;1;52;-19,59;-19,09;-157,274
1;1;52;-19,52;-19,34;-157,371
1;1;52;-19,34;-19,52;-157,335
1;1;52;-19,09;-19,59;-157,359
1;1;52;-18,84;-19,52;-157,328
1;1;52;-18,66;-19,34;-157,389
1;1;53;-13,50;-23,38;-157,359
1;1;53;-13,00;-23,38;-157,286
1;1;53;-13,07;-23,13;-157,389
1;1;53;-13,25;-22,95;-157,322
1;1;53;-13,50;-22,88;-157,261
1;1;53;-13,75;-22,95;-157,328
1;1;53;-13,93;-23,13;-157,328
1;1;53;-14,00;-23,38;-157,316
1;1;53;-13,93;-23,63;-157,274
1;1;53;-13,75;-23,82;-157,304
1;1;53;-13,50;-23,88;-157,310
1;1;53;-13,25;-23,82;-157,389
1;1;53;-13,07;-23,63;-157,280
1;1;54;-6,99;-26,08;-157,310
1;1;54;-6,49;-26,08;-157,341
1;1;54;-6,56;-25,83;-157,316
1;1;54;-6,74;-25,65;-157,322
1;1;54;-6,99;-25,58;-157,286
1;1;54;-7,24;-25,65;-157,353
1;1;54;-7,42;-25,83;-157,274
1;1;54;-7,49;-26,08;-157,341
1;1;54;-7,42;-26,33;-157,316
