run_nr;hex_nr;point;x;y;z
1;1;32;19,32;-5,18;-157,274
1;1;32;19,82;-5,18;-157,237
1;1;32;19,75;-4,93;-157,292
1;1;32;19,57;-4,74;-157,322
1;1;32;19,32;-4,68;-157,225
1;1;32;19,07;-4,74;-157,243
1;1;32;18,89;-4,93;-157,267
1;1;32;18,82;-5,18;-157,286
1;1;32;18,89;-5,43;-157,304
1;1;32;19,07;-5,61;-157,298
1;1;32;19,32;-5,68;-157,249
1;1;32;19,57;-5,61;-157,249
1;1;32;19,75;-5,43;-157,212
1;1;33;12,56;-3,36;-157,255
1;1;33;13,06;-3,36;-157,219
1;1;33;12,99;-3,11;-157,219
1;1;33;12,81;-2,93;-157,280
1;1;33;12,56;-2,86;-157,292
1;1;33;12,31;-2,93;-157,249
1;1;33;12,12;-3,11;-157,231
1;1;33;12,06;-3,36;-157,231
1;1;33;12,12;-3,61;-157,280
1;1;33;12,31;-3,80;-157,286
1;1;33;12,56;-3,86;-157,316
1;1;33;12,81;-3,80;-157,292
1;1;33;12,99;-3,61;-157,261
1;1;34;9,19;-9,19;-157,286
1;1;34;9,69;-9,19;-157,261
1;1;34;9,63;-8,94;-157,292
1;1;34;9,44;-8,76;-157,243
1;1;34;9,19;-8,69;-157,249
1;1;34;8,94;-8,76;-157,316
1;1;34;8,76;-8,94;-157,261
1;1;34;8,69;-9,19;-157,267
1;1;34;8,76;-9,44;-157,286
1;1;34;8,94;-9,63;-157,286
1;1;34;9,19;-9,69;-157,304
1;1;34;9,44;-9,63;-157,231
1;1;34;9,63;-9,44;-157,212
1;1;35;3,36;-12,56;-157,212
1;1;35;3,86;-12,56;-157,237
1;1;35;3,80;-12,31;-157,255
1;1;35;3,61;-12,12;-157,267
1;1;35;3,36;-12,06;-157,212
1;1;35;3,11;-12,12;-157,212
1;1;35;2,93;-12,31;-157,261
1;1;35;2,86;-12,56;-157,298
1;1;35;2,93;-12,81;-157,322
1;1;35;3,11;-12,99;-157,261
1;1;35;3,36;-13,06;-157,280
1;1;35;3,61;-12,99;-157,206
1;1;35;3,80;-12,81;-157,347
1;1;36;4,24;-4,24;-157,206
1;1;36;4,74;-4,24;-157,219
1;1;36;4,68;-3,99;-157,188
1;1;36;4,49;-3,81;-157,292
1;1;36;4,24;-3,74;-157,249
1;1;36;3,99;-3,81;-157,280
1;1;36;3,81;-3,99;-157,286
1;1;36;3,74;-4,24;-157,219
1;1;36;3,81;-4,49;-157,316
1;1;36;3,99;-4,68;-157,225
1;1;36;4,24;-4,74;-157,176
1;1;36;4,49;-4,68;-157,292
1;1;36;4,68;-4,49;-157,249
1;1;37;27,00;0,00;-157,188
1;1;37;27,50;0,00;-157,280
1;1;37;27,43;0,25;-157,347
1;1;37;27,25;0,43;-157,200
1;1;37;27,00;0,50;-157,280
1;1;37;26,75;0,43;-157,261
1;1;37;26,57;0,25;-157,200
1;1;37;26,50;0,00;-157,194
1;1;37;26,57;-0,25;-157,164
1;1;37;26,75;-0,43;-157,267
1;1;37;27,00;-0,50;-157,267
1;1;37;27,25;-0,43;-157,316
1;1;37;27,43;-0,25;-157,225
1;1;38;26,08;6,99;-157,072
1;1;38;26,58;6,99;-157,200
1;1;38;26,51;7,24;-157,188
1;1;38;26,33;7,42;-157,249
1;1;38;26,08;7,49;-157,151
1;1;38;25,83;7,42;-157,292
1;1;38;25,65;7,24;-157,267
1;1;38;25,58;6,99;-157,194
1;1;38;25,65;6,74;-157,219
1;1;38;25,83;6,56;-157,206
1;1;38;26,08;6,49;-157,206
1;1;38;26,33;6,56;-157,347
1;1;38;26,51;6,74;-157,310
1;1;39;23,38;13,50;-157,225
1;1;39;23,88;13,50;-157,286
1;1;39;23,82;13,75;-157,280
1;1;39;23,63;13,93;-157,274
1;1;39;23,38;14,00;-157,292
1;1;39;23,13;13,93;-157,255
1;1;39;22,95;13,75;-157,316
1;1;39;22,88;13,50;-157,280
1;1;39;22,95;13,25;-157,261
1;1;39;23,13;13,07;-157,280
1;1;39;23,38;13,00;-157,237
1;1;39;23,63;13,07;-157,316
1;1;39;23,82;13,25;-157,310
1;1;40;19,09;19,09;-157,206
1;1;40;19,59;19,09;-157,219
1;1;40;19,52;19,34;-157,249
1;1;40;19,34;19,52;-157,261
1;1;40;19,09;19,59;-157,328
1;1;40;18,84;19,52;-157,255
1;1;40;18,66;19,34;-157,219
1;1;40;18,59;19,09;-157,255
1;1;40;18,66;18,84;-157,225
1;1;40;18,84;18,66;-157,249
1;1;40;19,09;18,59;-157,255
1;1;40;19,34;18,66;-157,261
1;1;40;19,52;18,84;-157,304
1;1;41;13,50;23,38;-157,304
1;1;41;14,00;23,38;-157,219
1;1;41;13,93;23,63;-157,286
1;1;41;13,75;23,82;-157,292
1;1;41;13,50;23,88;-157,261
1;1;41;13,25;23,82;-157,286
1;1;41;13,07;23,63;-157,261
1;1;41;13,00;23,38;-157,243
1;1;41;13,07;23,13;-157,237
1;1;41;13,25;22,95;-157,212
1;1;41;13,50;22,88;-157,219
1;1;41;13,75;22,95;-157,212
1;1;41;13,93;23,13;-157,274
1;1;42;6,99;26,08;-157,274
1;1;42;7,49;26,08;-157,280
1;1;42;7,42;26,33;-157,231
1;1;42;7,24;26,51;-157,274
1;1;42;6,99;26,58;-157,243
1;1;42;6,74;26,51;-157,237
1;1;42;6,56;26,33;-157,261
1;1;42;6,49;26,08;-157,310
1;1;42;6,56;25,83;-157,249
1;1;42;6,74;25,65;-157,206
1;1;42;6,99;25,58;-157,383
1;1;42;7,24;25,65;-157,225
1;1;42;7,42;25,83;-157,261
1;1;43;0,00;27,00;-157,219
1;1;43;0,50;27,00;-157,261
1;1;43;0,43;27,25;-157,261
1;1;43;0,25;27,43;-157,243
1;1;43;0,00;27,50;-157,255
1;1;43;-0,25;27,43;-157,280
1;1;43;-0,43;27,25;-157,225
1;1;43;-0,50;27,00;-157,267
1;1;43;-0,43;26,75;-157,274
1;1;43;-0,25;26,57;-157,261
1;1;43;0,00;26,50;-157,225
1;1;43;0,25;26,57;-157,298
1;1;43;0,43;26,75;-157,243
1;1;44;-6,99;26,08;-157,243
1;1;44;-6,49;26,08;-157,304
1;1;44;-6,56;26,33;-157,225
1;1;44;-6,74;26,51;-157,249
1;1;44;-6,99;26,58;-157,243
1;1;44;-7,24;26,51;-157,188
1;1;44;-7,42;26,33;-157,212
1;1;44;-7,49;26,08;-157,286
1;1;44;-7,42;25,83;-157,249
1;1;44;-7,24;25,65;-157,176
1;1;44;-6,99;25,58;-157,292
1;1;44;-6,74;25,65;-157,206
1;1;44;-6,56;25,83;-157,249
1;1;45;-13,50;23,38;-157,158
1;1;45;-13,00;23,38;-157,164
1;1;45;-13,07;23,63;-157,274
1;1;45;-13,25;23,82;-157,255
1;1;45;-13,50;23,88;-157,194
1;1;45;-13,75;23,82;-157,225
1;1;45;-13,93;23,63;-157,267
1;1;45;-14,00;23,38;-157,322
1;1;45;-13,93;23,13;-157,231
1;1;45;-13,75;22,95;-157,249
1;1;45;-13,50;22,88;-157,237
1;1;45;-13,25;22,95;-157,249
1;1;45;-13,07;23,13;-157,255
1;1;46;-19,09;19,09;-157,225
1;1;46;-18,59;19,09;-157,261
1;1;46;-18,66;19,34;-157,286
1;1;46;-18,84;19,52;-157,188
1;1;46;-19,09;19,59;-157,274
1;1;46;-19,34;19,52;-157,267
1;1;46;-19,52;19,34;-157,292
1;1;46;-19,59;19,09;-157,255
1;1;46;-19,52;18,84;-157,225
1;1;46;-19,34;18,66;-157,206
1;1;46;-19,09;18,59;-157,255
1;1;46;-18,84;18,66;-157,261
1;1;46;-18,66;18,84;-157,243
1;1;47;-23,38;13,50;-157,286
1;1;47;-22,88;13,50;-157,322
1;1;47;-22,95;13,75;-157,316
1;1;47;-23,13;13,93;-157,267
1;1;47;-23,38;14,00;-157,261
1;1;47;-23,63;13,93;-157,292
1;1;47;-23,82;13,75;-157,225
1;1;47;-23,88;13,50;-157,225
1;1;47;-23,82;13,25;-157,225
1;1;47;-23,63;13,07;-157,255
1;1;47;-23,38;13,00;-157,225
1;1;47;-23,13;13,07;-157,249
1;1;47;-22,95;13,25;-157,292
1;1;48;-26,08;6,99;-157,206
1;1;48;-25,58;6,99;-157,280
1;1;48;-25,65;7,24;-157,072
1;1;48;-25,83;7,42;-157,322
1;1;48;-26,08;7,49;-157,158
1;1;48;-26,33;7,42;-157,243
1;1;48;-26,51;7,24;-157,353
1;1;48;-26,58;6,99;-157,261
1;1;48;-26,51;6,74;-157,310
1;1;48;-26,33;6,56;-157,292
1;1;48;-26,08;6,49;-157,249
1;1;48;-25,83;6,56;-157,188
1;1;48;-25,65;6,74;-157,139
1;1;49;-27,00;0,00;-157,219
1;1;49;-26,50;0,00;-157,274
1;1;49;-26,57;0,25;-157,219
1;1;49;-26,75;0,43;-157,237
1;1;49;-27,00;0,50;-157,261
1;1;49;-27,25;0,43;-157,127
1;1;49;-27,43;0,25;-157,316
1;1;49;-27,50;0,00;-157,249
1;1;49;-27,43;-0,25;-157,267
1;1;49;-27,25;-0,43;-157,249
1;1;49;-27,00;-0,50;-157,225
1;1;49;-26,75;-0,43;-157,225
1;1;49;-26,57;-0,25;-157,298
1;1;50;-26,08;-6,99;-157,359
1;1;50;-25,58;-6,99;-157,255
1;1;50;-25,65;-6,74;-157,310
1;1;50;-25,83;-6,56;-157,286
1;1;50;-26,08;-6,49;-157,286
1;1;50;-26,33;-6,56;-157,225
1;1;50;-26,51;-6,74;-157,182
1;1;50;-26,58;-6,99;-157,261
1;1;50;-26,51;-7,24;-157,212
1;1;50;-26,33;-7,42;-157,249
1;1;50;-26,08;-7,49;-157,322
1;1;50;-25,83;-7,42;-157,267
1;1;50;-25,65;-7,24;-157,212
1;1;51;-23,38;-13,50;-157,274
1;1;51;-22,88;-13,50;-157,249
1;1;51;-22,95;-13,25;-157,274
1;1;51;-23,13;-13,07;-157,249
1;1;51;-23,38;-13,00;-157,212
1;1;51;-23,63;-13,07;-157,261
1;1;51;-23,82;-13,25;-157,267
1;1;51;-23,88;-13,50;-157,249
1;1;51;-23,82;-13,75;-157,322
1;1;51;-23,63;-13,93;-157,274
1;1;51;-23,38;-14,00;-157,249
1;1;51;-23,13;-13,93;-157,267
1;1;51;-22,95;-13,75;-157,280
1;1;52;-19,09;-19,09;-157,206
1;1;52;-18,59;-19,09;-157,261
1;1;52;-18,66;-18,84;-157,274
1;1;52;-18,84;-18,66;-157,243
1;1;52;-19,09;-18,59;-157,261
1;1;52;-19,34;-18,66;-157,292
1;1;52;-19,52;-18,84;-157,274
1;1;52;-19,59;-19,09;-157,243
1;1;52;-19,52;-19,34;-157,237
1;1;52;-19,34;-19,52;-157,267
1;1;52;-19,09;-19,59;-157,243
1;1;52;-18,84;-19,52;-157,249
1;1;52;-18,66;-19,34;-157,274
1;1;53;-13,50;-23,38;-157,255
1;1;53;-13,00;-23,38;-157,304
1;1;53;-13,07;-23,13;-157,274
1;1;53;-13,25;-22,95;-157,286
1;1;53;-13,50;-22,88;-157,298
1;1;53;-13,75;-22,95;-157,298
1;1;53;-13,93;-23,13;-157,274
1;1;53;-14,00;-23,38;-157,219
1;1;53;-13,93;-23,63;-157,261
1;1;53;-13,75;-23,82;-157,267
1;1;53;-13,50;-23,88;-157,274
1;1;53;-13,25;-23,82;-157,304
1;1;53;-13,07;-23,63;-157,212
1;1;54;-6,99;-26,08;-157,237
1;1;54;-6,49;-26,08;-157,237
1;1;54;-6,56;-25,83;-157,219
1;1;54;-6,74;-25,65;-157,274
1;1;54;-6,99;-25,58;-157,261
1;1;54;-7,24;-25,65;-157,274
1;1;54;-7,42;-25,83;-157,292
1;1;54;-7,49;-26,08;-157,310
1;1;54;-7,42;-26,33;-157,298
